108/02/11,81360106,18546167132,228,229,226.5,228,7,21689
108/02/12,30125670,6921488930,230,230,229,230,2,13313
108/02/13,28634925,6575201825,232,232,228.5,229,-1,10230
108/02/14,23647751,5392943977,229.5,230,226,227,-2,6873
108/02/15,22369799,5093773373,229,229,226.5,227,0,5743
108/01/02,32900482,7276419230,226.5,226.5,219,219.5,-6,12329
108/01/03,34615620,7459051790,214,218,214,215.5,-4,14549
108/01/04,67043521,13987136785,211.5,211.5,206.5,208,-7.5,28786
108/01/07,35695176,7591116569,212,214,211,213,5,11224
108/01/08,23794481,5019703557,212,212.5,210,211,-2,9377
108/01/09,51255446,11006827093,212,216.5,211,215.5,4.5,14098
108/01/10,20832593,4491377349,216,216.5,214.5,216,0.5,6018
108/01/11,28658288,6296719320,219,220.5,218,220.5,4.5,11198
108/01/14,17612296,3844735324,218.5,220,217,218.5,-2,6469
108/01/15,42990923,9399209983,216.5,221,215.5,221,2.5,11609
108/01/16,30038282,6563789758,218.5,220,217.5,217.5,-3.5,8950
108/01/17,21163986,4646131841,218,221,218,220.5,3,8288
108/01/18,52677569,11530053787,219,220,217.5,218.5,-2,15157
108/01/21,32515866,7208829658,220,223,220,221,2.5,10549
108/01/22,30958483,6854867566,220,223,219,223,2,8258
108/01/23,18671213,4121110926,221.5,222,220,220.5,-2.5,7059
108/01/24,31348924,6958753608,222.5,222.5,220.5,222.5,2,6291
108/01/25,48039764,10870045150,226.5,227,225,226,3.5,14979
108/01/28,29134257,6665379096,229.5,229.5,228,229,3,10189
108/01/29,42566520,9486156460,222.5,225,222,222.5,-6.5,13344
108/01/30,51889945,11453957730,220.5,221.5,220,221,-1.5,12858
107/12/03,49612186,11579966474,231,235,231,235,9.5,19747
107/12/04,41947162,9791147799,233,234.5,231,234,-1,12545
107/12/05,45634576,10316394736,226.5,227.5,225,226,-8,15703
107/12/06,40181112,8853295746,220,222,219.5,220,-6,15702
107/12/07,31997568,7097739916,222.5,223.5,220.5,221,1,8315
107/12/10,26229461,5744814170,219.5,220,218.5,219,-2,8650
107/12/11,27395220,6067551383,220,223,219,222.5,3.5,8509
107/12/12,32926379,7418108779,223.5,227,222.5,226.5,4,9117
107/12/13,32433141,7345479366,227,227.5,225,226,-0.5,8635
107/12/14,43226159,9570070114,223,223.5,220.5,222.5,-3.5,10454
107/12/17,18964952,4229977248,221,225,220,223.5,1,6449
107/12/18,30270541,6713448829,221,223,220.5,222.5,-1,10521
107/12/19,23415082,5255393450,222,225.5,222,225.5,3,7875
107/12/20,38697116,8573665030,221,222.5,221,221,-4.5,10528
107/12/21,46947532,10401202852,219,224,219,223.5,2.5,9554
107/12/22,5185247,1145814834,220,221.5,220,221.5,-2,2229
107/12/24,23376100,5151549100,221.5,221.5,219.5,220,-1.5,6122
107/12/25,19402777,4198767163,215.5,218,215,217.5,-2.5,8065
107/12/26,16893259,3678108462,218.5,219.5,216,216.5,-1,6998
107/12/27,21915484,4874845852,222,224,220.5,223,6.5,9531
107/12/28,30156773,6762447425,223.5,225.5,222.5,225.5,2.5,10247
107/11/01,44514797,10480329245,236,237,233,235.5,1.5,11435
107/11/02,30785361,7249667833,236.5,236.5,233.5,236.5,1,11223
107/11/05,28157065,6592130635,233,235.5,232,235,-1.5,6994
107/11/06,35501176,8311988968,234,235.5,232.5,234.5,-0.5,7013
107/11/07,39842652,9337023278,233,236,232.5,234,-0.5,7387
107/11/08,28086146,6645771069,237.5,237.5,236,236.5,2.5,9461
107/11/09,23792081,5526997792,234.5,234.5,231,231,-5.5,7886
107/11/12,26202445,6101377163,230,234.5,230,231.5,0.5,6252
107/11/13,37565127,8504691960,224.5,228,224.5,227.5,-4,11507
107/11/14,24565279,5639284241,230,231,228.5,228.5,1,6007
107/11/15,22230228,5124189444,229.5,232,228.5,231,2.5,5996
107/11/16,47138909,10696822542,229,229,225,226,-5,16009
107/11/19,51034754,11355347628,225,225,221,222,-4,16289
107/11/20,45686756,9995960780,219,220.5,218,218,-4,16874
107/11/21,38478343,8361178460,214.5,220,214,219,1,13580
107/11/22,22060610,4867686945,221.5,222,219,219,0,9095
107/11/23,15553334,3406422046,220.5,220.5,217,218.5,-0.5,6164
107/11/26,35267804,7847501792,219,224,218.5,223,4.5,9422
107/11/27,32676349,7239283641,220,224.5,219,224,1,10170
107/11/28,24759026,5560623349,222.5,227,222,226.5,2.5,8316
107/11/29,46206207,10629450003,231.5,231.5,229,229,2.5,15849
107/11/30,57352957,12995823319,229.5,231,225.5,225.5,-3.5,10931
107/10/01,22409380,5882532290,262,264,261,263,0.5,11914
107/10/02,38391491,9926505357,262,263,257,257.5,-5.5,17095
107/10/03,25228536,6527393860,257.5,260,257,260,2.5,9992
107/10/04,38009727,9690178362,257,257.5,254,254,-6,15094
107/10/05,40396660,10101451270,250,253,248.5,250,-4,16031
107/10/08,51083958,12426290240,245.5,246.5,241,243.5,-6.5,20745
107/10/09,28933345,7051600725,243.5,245,242,244,0.5,11743
107/10/11,96033657,22115862239,233.5,233.5,227,227.5,-16.5,37543
107/10/12,54439769,12650322522,231,237,229,237,9.5,17980
107/10/15,46471280,10766953220,234,234,230.5,230.5,-6.5,16558
107/10/16,39129077,9155829047,229.5,237,229,237,6.5,15182
107/10/17,42887858,10318955161,241.5,243,238,238.5,1.5,17550
107/10/18,27793430,6587887632,238,239,235.5,236.5,-2,10599
107/10/19,29648460,6927405460,231,236.5,230,236,-0.5,12378
107/10/22,29275777,6872467149,232.5,238,231.5,237,1,10384
107/10/23,36757745,8538586595,232,234,230,230,-7,13071
107/10/24,45480950,10426514872,230,231,227,229.5,-0.5,17339
107/10/25,75524118,16643542368,220.5,222,219.5,219.5,-10,27514
107/10/26,54073644,11941421696,223,224,217,221,1.5,17106
107/10/29,18463792,4107663616,223,224,221,222.5,1.5,7679
107/10/30,29085931,6487213284,221,225,220.5,223,0.5,8574
107/10/31,59933201,13844478353,228,234,228,234,11,19183
107/09/03,34510555,8901193266,259,260,256.5,257,1,11442
107/09/04,41455615,10654493061,258.5,259.5,255.5,257.5,0.5,9069
107/09/05,52706459,13833360422,260,264.5,259,264,6.5,16421
107/09/06,39779488,10467251488,268,268,261,261,-3,11996
107/09/07,44746728,11753033262,263,264,260.5,264,3,15015
107/09/10,62851599,16669866076,266.5,266.5,262.5,264.5,0.5,15504
107/09/11,44981276,11709484991,263,263.5,258,260,-4.5,14768
107/09/12,38415965,9987682900,261,262,258,260.5,0.5,12104
107/09/13,37959180,9721989110,260,260,253.5,255,-5.5,14987
107/09/14,40034219,10379404959,257,261.5,257,261,6,15690
107/09/17,25041358,6483537091,262.5,262.5,257,258,-3,10710
107/09/18,34381152,8771502830,256.5,257,254,254.5,-3.5,11097
107/09/19,69978711,18074954749,258,260,257,258,3.5,14056
107/09/20,35577071,9225009310,261.5,261.5,257.5,260,2,9444
107/09/21,36500974,9510363894,261.5,261.5,258,261.5,1.5,10159
107/09/25,24978062,6552894296,261.5,264,260.5,263.5,2,10082
107/09/26,25061115,6577367245,263,263.5,261,263.5,0,7007
107/09/27,38495371,10185827315,264,266,262,265,1.5,11536
107/09/28,39645486,10412455506,266,266,260,262.5,-2.5,13060
107/08/01,29777161,7375488342,247,248,246.5,248,2,11667
107/08/02,22775110,5611725541,249,249.5,243.5,244.5,-3.5,10343
107/08/03,25165097,6205758662,246,248,245,247,2.5,9585
107/08/06,22364568,5487396854,245,247,244,245.5,-1.5,9732
107/08/07,24352418,5922738042,245,245.5,241.5,241.5,-4,9665
107/08/08,24382432,6011480272,245,247.5,244.5,247.5,6,10247
107/08/09,15128655,3740736404,247,248,246,247,-0.5,7127
107/08/10,16125492,3961311040,246.5,247,244.5,245,-2,6558
107/08/13,17881194,4302280285,241.5,243,239,240.5,-4.5,9875
107/08/14,17488913,4262753253,245,245,242.5,243.5,3,7415
107/08/15,19236321,4642117523,244.5,244.5,239.5,241.5,-2,8920
107/08/16,19155966,4587260340,238,241.5,238,239,-2.5,9397
107/08/17,19634474,4707354383,239.5,241,239,239.5,0.5,6680
107/08/20,17014437,4068729103,239.5,240,238,239.5,0,6640
107/08/21,13871127,3328215657,239,241,238.5,241,1.5,5474
107/08/22,12679240,3063201922,241.5,242.5,240.5,242,1,5009
107/08/23,17216240,4200671070,243,244.5,243,244.5,2.5,5660
107/08/24,15446943,3772959070,245.5,246,243,243.5,-1,5099
107/08/27,15579299,3825736755,246,246.5,244.5,245,1.5,7858
107/08/28,40410531,10075613779,248.5,250,248,249.5,4.5,16881
107/08/29,57633182,14784556456,253.5,259,253.5,259,9.5,25668
107/08/30,52622808,13914404873,264.5,268,262.5,263.5,4.5,22862
107/08/31,70000506,17920548387,257.5,259,254,256,-7.5,19019
107/07/02,33496442,7257081470,218.5,219,214,214,-2.5,8508
107/07/03,28663220,6173115899,215.5,218,213.5,214.5,0.5,7758
107/07/04,15359295,3324927032,217,217.5,215.5,216,1.5,5434
107/07/05,18225416,3904832940,214,215,213,214.5,-1.5,5581
107/07/06,31344962,6779063394,217.5,217.5,215,217,2.5,8620
107/07/09,41165793,9100880393,219.5,223,218.5,221.5,4.5,14795
107/07/10,20196957,4498264914,223,224,222,222,0.5,6922
107/07/11,19854690,4355547100,220,220,218,220,-2,7437
107/07/12,23806051,5246628771,218,222,218,220.5,0.5,7885
107/07/13,30419311,6799894334,222.5,224.5,222.5,224.5,4,11723
107/07/16,16107254,3612296896,224.5,225,223.5,223.5,-1,6321
107/07/17,22554436,5003028272,222.5,223.5,221,221.5,-2,8636
107/07/18,45802658,10221407834,223,224,222,223,1.5,12139
107/07/19,43976216,9930715930,225.5,227,224.5,224.5,1.5,12076
107/07/20,103652023,24367904428,235,237.5,233,237.5,13,39544
107/07/23,52269877,12621500480,239,245,238.5,241,3.5,19777
107/07/24,27468267,6599675515,240,241.5,238.5,241,0,10574
107/07/25,21530312,5173924310,239,241,239,240.5,-0.5,8491
107/07/26,30856388,7435261120,241,242.5,239.5,241,0.5,10235
107/07/27,27129646,6605479210,242,244.5,241,244.5,3.5,12493
107/07/30,22803730,5585710909,244.5,245.5,244,245.5,1,9953
107/07/31,28202542,6912550610,243.5,246,242,246,0.5,9460
107/06/01,36652094,8209412370,224.5,226.5,224,224,0,7627
107/06/04,31257480,7131988670,227.5,229,227,229,5,9746
107/06/05,27714384,6329201896,230,230,226.5,229,0,8509
107/06/06,30375441,6961135060,229,230,227,230,1,9758
107/06/07,25277266,5809345446,231,231.5,228,230,0,9146
107/06/08,24192851,5493234408,229,229,226,227,-3,7775
107/06/11,22028933,4980629259,226.5,227,225,226,-1,6726
107/06/12,30189360,6837374510,225,229,224,229,3,8281
107/06/13,36081120,8311856296,229,232,228,232,3,10687
